reference_name,start,end,gain_frequency,loss_frequency,no,source_query
6,26800000,27800000,17.001,9.206,1093,infiltrating_duct_carcinoma_icdom
6,27800000,28800000,16.904,9.171,1094,infiltrating_duct_carcinoma_icdom
6,28800000,29800000,15.48,8.872,1095,infiltrating_duct_carcinoma_icdom
6,29800000,30800000,19.391,11.158,1096,infiltrating_duct_carcinoma_icdom
6,30800000,31800000,18.856,10.047,1097,infiltrating_duct_carcinoma_icdom
6,31800000,32800000,20.003,12.756,1098,infiltrating_duct_carcinoma_icdom
6,32800000,33800000,17.592,8.754,1099,infiltrating_duct_carcinoma_icdom
6,33800000,34800000,16.904,7.344,1100,infiltrating_duct_carcinoma_icdom
6,34800000,35800000,16.307,7.872,1101,infiltrating_duct_carcinoma_icdom
6,35800000,36800000,16.522,7.976,1102,infiltrating_duct_carcinoma_icdom
6,36800000,37800000,16.008,7.851,1103,infiltrating_duct_carcinoma_icdom
6,37800000,38800000,15.424,7.677,1104,infiltrating_duct_carcinoma_icdom
6,38800000,39800000,15.66,8.171,1105,infiltrating_duct_carcinoma_icdom
6,39800000,40800000,15.417,8.059,1106,infiltrating_duct_carcinoma_icdom
6,40800000,41800000,15.862,8.303,1107,infiltrating_duct_carcinoma_icdom
6,41800000,42800000,16.209,8.08,1108,infiltrating_duct_carcinoma_icdom
6,42800000,43800000,17.509,7.879,1109,infiltrating_duct_carcinoma_icdom
6,43800000,44800000,15.98,7.886,1110,infiltrating_duct_carcinoma_icdom
6,44800000,45800000,15.57,7.921,1111,infiltrating_duct_carcinoma_icdom
6,45800000,46800000,14.882,8.171,1112,infiltrating_duct_carcinoma_icdom
6,46800000,47800000,14.597,8.337,1113,infiltrating_duct_carcinoma_icdom
6,47800000,48800000,12.888,8.115,1114,infiltrating_duct_carcinoma_icdom
6,48800000,49800000,12.937,8.108,1115,infiltrating_duct_carcinoma_icdom
6,49800000,50800000,12.93,8.025,1116,infiltrating_duct_carcinoma_icdom
6,50800000,51800000,13.124,7.955,1117,infiltrating_duct_carcinoma_icdom
6,51800000,52800000,13.402,8.046,1118,infiltrating_duct_carcinoma_icdom
6,52800000,53800000,13.166,8.226,1119,infiltrating_duct_carcinoma_icdom
6,53800000,54800000,13.208,8.928,1120,infiltrating_duct_carcinoma_icdom
6,54800000,55800000,12.61,9.018,1121,infiltrating_duct_carcinoma_icdom
6,55800000,56800000,12.152,8.838,1122,infiltrating_duct_carcinoma_icdom
6,56800000,57800000,11.964,8.865,1123,infiltrating_duct_carcinoma_icdom
6,57800000,58800000,11.29,8.831,1124,infiltrating_duct_carcinoma_icdom
6,58800000,59800000,9.894,7.615,1125,infiltrating_duct_carcinoma_icdom
6,59800000,60800000,10.269,8.108,1126,infiltrating_duct_carcinoma_icdom
6,60800000,61800000,11.36,9.998,1127,infiltrating_duct_carcinoma_icdom
6,61800000,62800000,11.103,10.269,1128,infiltrating_duct_carcinoma_icdom
6,62800000,63800000,12.249,12.45,1129,infiltrating_duct_carcinoma_icdom
6,63800000,64800000,11.325,13.729,1130,infiltrating_duct_carcinoma_icdom
6,64800000,65800000,10.797,14.021,1131,infiltrating_duct_carcinoma_icdom
6,65800000,66800000,10.616,14.639,1132,infiltrating_duct_carcinoma_icdom
6,66800000,67800000,10.609,15.306,1133,infiltrating_duct_carcinoma_icdom
6,67800000,68800000,9.915,15.244,1134,infiltrating_duct_carcinoma_icdom
6,68800000,69800000,9.991,15.563,1135,infiltrating_duct_carcinoma_icdom
6,69800000,70800000,9.852,15.897,1136,infiltrating_duct_carcinoma_icdom
6,70800000,71800000,9.838,16.036,1137,infiltrating_duct_carcinoma_icdom
6,71800000,72800000,9.81,17.043,1138,infiltrating_duct_carcinoma_icdom
6,72800000,73800000,9.769,17.377,1139,infiltrating_duct_carcinoma_icdom
6,73800000,74800000,9.345,17.383,1140,infiltrating_duct_carcinoma_icdom
6,74800000,75800000,9.185,17.647,1141,infiltrating_duct_carcinoma_icdom
6,75800000,76800000,9.289,18.815,1142,infiltrating_duct_carcinoma_icdom
6,76800000,77800000,8.935,18.217,1143,infiltrating_duct_carcinoma_icdom
6,77800000,78800000,9.185,20.01,1144,infiltrating_duct_carcinoma_icdom
6,78800000,79800000,9.046,19.113,1145,infiltrating_duct_carcinoma_icdom
6,79800000,80800000,8.601,19.308,1146,infiltrating_duct_carcinoma_icdom
6,80800000,81800000,8.713,19.815,1147,infiltrating_duct_carcinoma_icdom
6,81800000,82800000,8.838,20.038,1148,infiltrating_duct_carcinoma_icdom
6,82800000,83800000,8.581,19.857,1149,infiltrating_duct_carcinoma_icdom
6,83800000,84800000,8.455,19.996,1150,infiltrating_duct_carcinoma_icdom
6,84800000,85800000,8.449,20.225,1151,infiltrating_duct_carcinoma_icdom
6,85800000,86800000,8.379,20.232,1152,infiltrating_duct_carcinoma_icdom
6,86800000,87800000,8.476,20.454,1153,infiltrating_duct_carcinoma_icdom
6,87800000,88800000,8.379,20.343,1154,infiltrating_duct_carcinoma_icdom
6,88800000,89800000,8.872,21.295,1155,infiltrating_duct_carcinoma_icdom
6,89800000,90800000,8.226,21.135,1156,infiltrating_duct_carcinoma_icdom
6,90800000,91800000,7.969,20.962,1157,infiltrating_duct_carcinoma_icdom
6,91800000,92800000,8.275,22.08,1158,infiltrating_duct_carcinoma_icdom
6,92800000,93800000,8.358,23.532,1159,infiltrating_duct_carcinoma_icdom
6,93800000,94800000,8.025,21.948,1160,infiltrating_duct_carcinoma_icdom
6,94800000,95800000,8.004,21.872,1161,infiltrating_duct_carcinoma_icdom
6,95800000,96800000,8.122,21.9,1162,infiltrating_duct_carcinoma_icdom
6,96800000,97800000,8.414,22.414,1163,infiltrating_duct_carcinoma_icdom
6,97800000,98800000,8.4,22.316,1164,infiltrating_duct_carcinoma_icdom
6,98800000,99800000,8.567,21.886,1165,infiltrating_duct_carcinoma_icdom
6,99800000,100800000,9.011,21.983,1166,infiltrating_duct_carcinoma_icdom
6,100800000,101800000,8.893,21.42,1167,infiltrating_duct_carcinoma_icdom
6,101800000,102800000,8.831,21.17,1168,infiltrating_duct_carcinoma_icdom
6,102800000,103800000,9.456,21.552,1169,infiltrating_duct_carcinoma_icdom
6,103800000,104800000,9.185,21.246,1170,infiltrating_duct_carcinoma_icdom
6,104800000,105800000,10.679,21.267,1171,infiltrating_duct_carcinoma_icdom
6,105800000,106800000,11.457,21.865,1172,infiltrating_duct_carcinoma_icdom
6,106800000,107800000,10.616,20.753,1173,infiltrating_duct_carcinoma_icdom
6,107800000,108800000,9.998,20.899,1174,infiltrating_duct_carcinoma_icdom
6,108800000,109800000,10.839,21.608,1175,infiltrating_duct_carcinoma_icdom
6,109800000,110800000,9.602,21.038,1176,infiltrating_duct_carcinoma_icdom
6,110800000,111800000,9.984,21.92,1177,infiltrating_duct_carcinoma_icdom
6,111800000,112800000,9.234,21.302,1178,infiltrating_duct_carcinoma_icdom
6,112800000,113800000,9.018,21.177,1179,infiltrating_duct_carcinoma_icdom
6,113800000,114800000,9.067,21.385,1180,infiltrating_duct_carcinoma_icdom
6,114800000,115800000,8.872,21.323,1181,infiltrating_duct_carcinoma_icdom
6,115800000,116800000,9.484,21.469,1182,infiltrating_duct_carcinoma_icdom
6,116800000,117800000,9.685,22.052,1183,infiltrating_duct_carcinoma_icdom
6,117800000,118800000,9.852,20.927,1184,infiltrating_duct_carcinoma_icdom
6,118800000,119800000,9.998,20.176,1185,infiltrating_duct_carcinoma_icdom
6,119800000,120800000,9.783,20.121,1186,infiltrating_duct_carcinoma_icdom
6,120800000,121800000,9.915,19.892,1187,infiltrating_duct_carcinoma_icdom
6,121800000,122800000,9.984,19.767,1188,infiltrating_duct_carcinoma_icdom
6,122800000,123800000,9.762,19.482,1189,infiltrating_duct_carcinoma_icdom
6,123800000,124800000,9.838,19.35,1190,infiltrating_duct_carcinoma_icdom
6,124800000,125800000,10.366,19.357,1191,infiltrating_duct_carcinoma_icdom
6,125800000,126800000,10.172,18.856,1192,infiltrating_duct_carcinoma_icdom
6,126800000,127800000,10.234,18.78,1193,infiltrating_duct_carcinoma_icdom
6,127800000,128800000,10.192,18.627,1194,infiltrating_duct_carcinoma_icdom
6,128800000,129800000,10.616,18.669,1195,infiltrating_duct_carcinoma_icdom
6,129800000,130800000,10.554,18.405,1196,infiltrating_duct_carcinoma_icdom
6,130800000,131800000,10.373,18.21,1197,infiltrating_duct_carcinoma_icdom
6,131800000,132800000,10.359,18.155,1198,infiltrating_duct_carcinoma_icdom
6,132800000,133800000,10.366,18.127,1199,infiltrating_duct_carcinoma_icdom
6,133800000,134800000,11.123,18.245,1200,infiltrating_duct_carcinoma_icdom
6,134800000,135800000,11.415,18.182,1201,infiltrating_duct_carcinoma_icdom
6,135800000,136800000,11.11,18.356,1202,infiltrating_duct_carcinoma_icdom
6,136800000,137800000,11.29,18.71,1203,infiltrating_duct_carcinoma_icdom
6,137800000,138800000,11.096,18.669,1204,infiltrating_duct_carcinoma_icdom
6,138800000,139800000,10.804,18.787,1205,infiltrating_duct_carcinoma_icdom
6,139800000,140800000,9.685,18.509,1206,infiltrating_duct_carcinoma_icdom
6,140800000,141800000,9.609,18.502,1207,infiltrating_duct_carcinoma_icdom
6,141800000,142800000,9.657,18.599,1208,infiltrating_duct_carcinoma_icdom
6,142800000,143800000,9.512,18.669,1209,infiltrating_duct_carcinoma_icdom
6,143800000,144800000,9.435,18.815,1210,infiltrating_duct_carcinoma_icdom
6,144800000,145800000,9.192,18.884,1211,infiltrating_duct_carcinoma_icdom
6,145800000,146800000,9.143,19.183,1212,infiltrating_duct_carcinoma_icdom
6,146800000,147800000,9.025,19.225,1213,infiltrating_duct_carcinoma_icdom
6,147800000,148800000,9.289,20.058,1214,infiltrating_duct_carcinoma_icdom
6,148800000,149800000,9.449,20.392,1215,infiltrating_duct_carcinoma_icdom
6,149800000,150800000,9.116,19.336,1216,infiltrating_duct_carcinoma_icdom
6,150800000,151800000,9.15,19.107,1217,infiltrating_duct_carcinoma_icdom
6,151800000,152800000,10.602,20.406,1218,infiltrating_duct_carcinoma_icdom
6,152800000,153800000,8.963,20.121,1219,infiltrating_duct_carcinoma_icdom
6,153800000,154800000,8.539,20.211,1220,infiltrating_duct_carcinoma_icdom
6,154800000,155800000,8.504,20.746,1221,infiltrating_duct_carcinoma_icdom
6,155800000,156800000,8.31,21.149,1222,infiltrating_duct_carcinoma_icdom
6,156800000,157800000,8.622,21.795,1223,infiltrating_duct_carcinoma_icdom
6,157800000,158800000,8.247,21.719,1224,infiltrating_duct_carcinoma_icdom
6,158800000,159800000,7.386,21.601,1225,infiltrating_duct_carcinoma_icdom
6,159800000,160800000,7.267,21.886,1226,infiltrating_duct_carcinoma_icdom
6,160800000,161800000,7.045,24.644,1227,infiltrating_duct_carcinoma_icdom
6,161800000,162800000,6.878,24.991,1228,infiltrating_duct_carcinoma_icdom
6,162800000,163800000,6.802,23.768,1229,infiltrating_duct_carcinoma_icdom
6,163800000,164800000,6.885,23.122,1230,infiltrating_duct_carcinoma_icdom
6,164800000,165800000,7.538,23.664,1231,infiltrating_duct_carcinoma_icdom
6,165800000,166800000,7.108,22.963,1232,infiltrating_duct_carcinoma_icdom
6,166800000,167800000,7.365,22.705,1233,infiltrating_duct_carcinoma_icdom
6,167800000,168800000,7.656,22.532,1234,infiltrating_duct_carcinoma_icdom
6,168800000,169800000,7.677,22.309,1235,infiltrating_duct_carcinoma_icdom
6,169800000,170805979,7.705,21.51,1236,infiltrating_duct_carcinoma_icdom
7,0,100000,4.863,1.598,1237,infiltrating_duct_carcinoma_icdom
7,100000,1100000,12.423,5.148,1238,infiltrating_duct_carcinoma_icdom
7,1100000,2100000,18.384,7.392,1239,infiltrating_duct_carcinoma_icdom
7,2100000,3100000,18.023,8.435,1240,infiltrating_duct_carcinoma_icdom
7,3100000,4100000,17.557,7.052,1241,infiltrating_duct_carcinoma_icdom
7,4100000,5100000,17.703,6.774,1242,infiltrating_duct_carcinoma_icdom
7,5100000,6100000,19.648,7.504,1243,infiltrating_duct_carcinoma_icdom
7,6100000,7100000,19.051,6.038,1244,infiltrating_duct_carcinoma_icdom
7,7100000,8100000,17.661,5.398,1245,infiltrating_duct_carcinoma_icdom
7,8100000,9100000,17.314,5.405,1246,infiltrating_duct_carcinoma_icdom
7,9100000,10100000,17.238,5.357,1247,infiltrating_duct_carcinoma_icdom
7,10100000,11100000,17.168,5.294,1248,infiltrating_duct_carcinoma_icdom
7,11100000,12100000,17.46,5.746,1249,infiltrating_duct_carcinoma_icdom
7,12100000,13100000,17.543,5.753,1250,infiltrating_duct_carcinoma_icdom
7,13100000,14100000,17.286,6.017,1251,infiltrating_duct_carcinoma_icdom
7,14100000,15100000,16.869,5.378,1252,infiltrating_duct_carcinoma_icdom
7,15100000,16100000,17.008,5.537,1253,infiltrating_duct_carcinoma_icdom
7,16100000,17100000,17.418,5.524,1254,infiltrating_duct_carcinoma_icdom
7,17100000,18100000,17.217,5.176,1255,infiltrating_duct_carcinoma_icdom
7,18100000,19100000,17.397,5.232,1256,infiltrating_duct_carcinoma_icdom
7,19100000,20100000,17.515,5.127,1257,infiltrating_duct_carcinoma_icdom
7,20100000,21100000,17.363,5.009,1258,infiltrating_duct_carcinoma_icdom
7,21100000,22100000,17.474,5.016,1259,infiltrating_duct_carcinoma_icdom
7,22100000,23100000,17.502,4.961,1260,infiltrating_duct_carcinoma_icdom
7,23100000,24100000,17.536,4.968,1261,infiltrating_duct_carcinoma_icdom
7,24100000,25100000,17.37,5.127,1262,infiltrating_duct_carcinoma_icdom
7,25100000,26100000,17.175,4.676,1263,infiltrating_duct_carcinoma_icdom
7,26100000,27100000,17.377,4.676,1264,infiltrating_duct_carcinoma_icdom
7,27100000,28100000,17.731,4.961,1265,infiltrating_duct_carcinoma_icdom
7,28100000,29100000,17.258,4.62,1266,infiltrating_duct_carcinoma_icdom
7,29100000,30100000,17.244,4.537,1267,infiltrating_duct_carcinoma_icdom
7,30100000,31100000,17.446,4.586,1268,infiltrating_duct_carcinoma_icdom
7,31100000,32100000,17.404,4.495,1269,infiltrating_duct_carcinoma_icdom
7,32100000,33100000,17.578,4.579,1270,infiltrating_duct_carcinoma_icdom
7,33100000,34100000,17.244,4.467,1271,infiltrating_duct_carcinoma_icdom
7,34100000,35100000,17.238,4.551,1272,infiltrating_duct_carcinoma_icdom
7,35100000,36100000,17.057,4.634,1273,infiltrating_duct_carcinoma_icdom
7,36100000,37100000,16.883,4.544,1274,infiltrating_duct_carcinoma_icdom
7,37100000,38100000,16.967,4.69,1275,infiltrating_duct_carcinoma_icdom
7,38100000,39100000,17.307,4.759,1276,infiltrating_duct_carcinoma_icdom
7,39100000,40100000,16.8,4.641,1277,infiltrating_duct_carcinoma_icdom
7,40100000,41100000,16.682,4.648,1278,infiltrating_duct_carcinoma_icdom
7,41100000,42100000,16.98,4.731,1279,infiltrating_duct_carcinoma_icdom
7,42100000,43100000,16.716,4.725,1280,infiltrating_duct_carcinoma_icdom
7,43100000,44100000,17.842,4.933,1281,infiltrating_duct_carcinoma_icdom
7,44100000,45100000,17.654,4.843,1282,infiltrating_duct_carcinoma_icdom
7,45100000,46100000,17.383,4.731,1283,infiltrating_duct_carcinoma_icdom
7,46100000,47100000,17.363,4.829,1284,infiltrating_duct_carcinoma_icdom
7,47100000,48100000,17.217,5.197,1285,infiltrating_duct_carcinoma_icdom
7,48100000,49100000,16.077,5.086,1286,infiltrating_duct_carcinoma_icdom
7,49100000,50100000,16.008,5.086,1287,infiltrating_duct_carcinoma_icdom
7,50100000,51100000,16.772,8.282,1288,infiltrating_duct_carcinoma_icdom
7,51100000,52100000,16.307,5.656,1289,infiltrating_duct_carcinoma_icdom
7,52100000,53100000,16.39,5.461,1290,infiltrating_duct_carcinoma_icdom
7,53100000,54100000,16.584,5.412,1291,infiltrating_duct_carcinoma_icdom
7,54100000,55100000,17.189,5.607,1292,infiltrating_duct_carcinoma_icdom
7,55100000,56100000,17.363,6.177,1293,infiltrating_duct_carcinoma_icdom
7,56100000,57100000,16.091,5.718,1294,infiltrating_duct_carcinoma_icdom
7,57100000,58100000,15.57,5.253,1295,infiltrating_duct_carcinoma_icdom
7,58100000,59100000,12.951,4.426,1296,infiltrating_duct_carcinoma_icdom
7,59100000,60100000,12.937,4.481,1297,infiltrating_duct_carcinoma_icdom
7,60100000,61100000,13.173,4.558,1298,infiltrating_duct_carcinoma_icdom
7,61100000,62100000,14.194,4.877,1299,infiltrating_duct_carcinoma_icdom
7,62100000,63100000,14.82,5.94,1300,infiltrating_duct_carcinoma_icdom
7,63100000,64100000,14.542,6.288,1301,infiltrating_duct_carcinoma_icdom
7,64100000,65100000,14.549,6.163,1302,infiltrating_duct_carcinoma_icdom
7,65100000,66100000,15.202,6.941,1303,infiltrating_duct_carcinoma_icdom
7,66100000,67100000,14.57,6.691,1304,infiltrating_duct_carcinoma_icdom
7,67100000,68100000,14.674,7.101,1305,infiltrating_duct_carcinoma_icdom
7,68100000,69100000,14.278,7.128,1306,infiltrating_duct_carcinoma_icdom
7,69100000,70100000,14.215,7.26,1307,infiltrating_duct_carcinoma_icdom
7,70100000,71100000,14.326,7.879,1308,infiltrating_duct_carcinoma_icdom
7,71100000,72100000,14.326,7.594,1309,infiltrating_duct_carcinoma_icdom
7,72100000,73100000,14.597,7.337,1310,infiltrating_duct_carcinoma_icdom
7,73100000,74100000,14.403,7.226,1311,infiltrating_duct_carcinoma_icdom
7,74100000,75100000,14.577,7.351,1312,infiltrating_duct_carcinoma_icdom
7,75100000,76100000,14.368,7.323,1313,infiltrating_duct_carcinoma_icdom
7,76100000,77100000,14.764,7.83,1314,infiltrating_duct_carcinoma_icdom
7,77100000,78100000,14.118,7.476,1315,infiltrating_duct_carcinoma_icdom
7,78100000,79100000,14.118,8.108,1316,infiltrating_duct_carcinoma_icdom
7,79100000,80100000,14.076,7.865,1317,infiltrating_duct_carcinoma_icdom
7,80100000,81100000,13.91,7.809,1318,infiltrating_duct_carcinoma_icdom
7,81100000,82100000,14.347,8.469,1319,infiltrating_duct_carcinoma_icdom
7,82100000,83100000,13.771,7.955,1320,infiltrating_duct_carcinoma_icdom
7,83100000,84100000,14.0,8.15,1321,infiltrating_duct_carcinoma_icdom
7,84100000,85100000,13.847,8.025,1322,infiltrating_duct_carcinoma_icdom
7,85100000,86100000,13.889,8.15,1323,infiltrating_duct_carcinoma_icdom
7,86100000,87100000,14.083,8.025,1324,infiltrating_duct_carcinoma_icdom
7,87100000,88100000,14.208,8.011,1325,infiltrating_duct_carcinoma_icdom
7,88100000,89100000,13.736,7.914,1326,infiltrating_duct_carcinoma_icdom
7,89100000,90100000,13.583,7.914,1327,infiltrating_duct_carcinoma_icdom
7,90100000,91100000,13.784,8.053,1328,infiltrating_duct_carcinoma_icdom
7,91100000,92100000,14.236,8.087,1329,infiltrating_duct_carcinoma_icdom
7,92100000,93100000,14.438,8.504,1330,infiltrating_duct_carcinoma_icdom
7,93100000,94100000,13.784,8.56,1331,infiltrating_duct_carcinoma_icdom
7,94100000,95100000,13.687,8.282,1332,infiltrating_duct_carcinoma_icdom
7,95100000,96100000,13.708,8.317,1333,infiltrating_duct_carcinoma_icdom
7,96100000,97100000,13.708,8.31,1334,infiltrating_duct_carcinoma_icdom
7,97100000,98100000,14.702,8.984,1335,infiltrating_duct_carcinoma_icdom
7,98100000,99100000,14.354,9.122,1336,infiltrating_duct_carcinoma_icdom
7,99100000,100100000,14.361,9.143,1337,infiltrating_duct_carcinoma_icdom
7,100100000,101100000,14.326,9.678,1338,infiltrating_duct_carcinoma_icdom
7,101100000,102100000,13.743,9.519,1339,infiltrating_duct_carcinoma_icdom
7,102100000,103100000,13.916,9.824,1340,infiltrating_duct_carcinoma_icdom
7,103100000,104100000,13.069,9.873,1341,infiltrating_duct_carcinoma_icdom
7,104100000,105100000,12.958,9.81,1342,infiltrating_duct_carcinoma_icdom
7,105100000,106100000,12.937,9.783,1343,infiltrating_duct_carcinoma_icdom
7,106100000,107100000,13.117,9.942,1344,infiltrating_duct_carcinoma_icdom
7,107100000,108100000,13.347,9.81,1345,infiltrating_duct_carcinoma_icdom
7,108100000,109100000,13.173,9.644,1346,infiltrating_duct_carcinoma_icdom
7,109100000,110100000,13.312,10.199,1347,infiltrating_duct_carcinoma_icdom
7,110100000,111100000,13.124,9.776,1348,infiltrating_duct_carcinoma_icdom
7,111100000,112100000,13.201,9.796,1349,infiltrating_duct_carcinoma_icdom
7,112100000,113100000,13.34,9.706,1350,infiltrating_duct_carcinoma_icdom
7,113100000,114100000,13.083,9.4,1351,infiltrating_duct_carcinoma_icdom
7,114100000,115100000,13.166,9.366,1352,infiltrating_duct_carcinoma_icdom
7,115100000,116100000,13.117,9.303,1353,infiltrating_duct_carcinoma_icdom
7,116100000,117100000,13.784,9.595,1354,infiltrating_duct_carcinoma_icdom
7,117100000,118100000,13.249,9.018,1355,infiltrating_duct_carcinoma_icdom
7,118100000,119100000,13.229,9.06,1356,infiltrating_duct_carcinoma_icdom
7,119100000,120100000,13.124,9.248,1357,infiltrating_duct_carcinoma_icdom
7,120100000,121100000,13.222,9.095,1358,infiltrating_duct_carcinoma_icdom
7,121100000,122100000,13.5,9.449,1359,infiltrating_duct_carcinoma_icdom
7,122100000,123100000,13.368,9.143,1360,infiltrating_duct_carcinoma_icdom
7,123100000,124100000,13.451,9.199,1361,infiltrating_duct_carcinoma_icdom
7,124100000,125100000,13.388,9.525,1362,infiltrating_duct_carcinoma_icdom
7,125100000,126100000,13.111,9.366,1363,infiltrating_duct_carcinoma_icdom
7,126100000,127100000,13.451,9.553,1364,infiltrating_duct_carcinoma_icdom
7,127100000,128100000,13.819,9.338,1365,infiltrating_duct_carcinoma_icdom
7,128100000,129100000,14.681,9.074,1366,infiltrating_duct_carcinoma_icdom
7,129100000,130100000,14.354,9.157,1367,infiltrating_duct_carcinoma_icdom
7,130100000,131100000,14.09,8.289,1368,infiltrating_duct_carcinoma_icdom
7,131100000,132100000,14.076,8.296,1369,infiltrating_duct_carcinoma_icdom
7,132100000,133100000,13.903,8.275,1370,infiltrating_duct_carcinoma_icdom
7,133100000,134100000,13.708,8.247,1371,infiltrating_duct_carcinoma_icdom
7,134100000,135100000,14.125,8.81,1372,infiltrating_duct_carcinoma_icdom
7,135100000,136100000,14.222,8.49,1373,infiltrating_duct_carcinoma_icdom
7,136100000,137100000,14.042,8.386,1374,infiltrating_duct_carcinoma_icdom
7,137100000,138100000,14.174,8.49,1375,infiltrating_duct_carcinoma_icdom
7,138100000,139100000,14.243,8.233,1376,infiltrating_duct_carcinoma_icdom
7,139100000,140100000,14.438,8.421,1377,infiltrating_duct_carcinoma_icdom
7,140100000,141100000,14.799,8.768,1378,infiltrating_duct_carcinoma_icdom
7,141100000,142100000,14.354,9.56,1379,infiltrating_duct_carcinoma_icdom
7,142100000,143100000,14.729,8.977,1380,infiltrating_duct_carcinoma_icdom
7,143100000,144100000,14.847,9.366,1381,infiltrating_duct_carcinoma_icdom
7,144100000,145100000,15.084,9.949,1382,infiltrating_duct_carcinoma_icdom
7,145100000,146100000,13.778,9.129,1383,infiltrating_duct_carcinoma_icdom
7,146100000,147100000,13.743,9.22,1384,infiltrating_duct_carcinoma_icdom
7,147100000,148100000,13.833,9.331,1385,infiltrating_duct_carcinoma_icdom
7,148100000,149100000,14.368,9.72,1386,infiltrating_duct_carcinoma_icdom
7,149100000,150100000,14.389,9.463,1387,infiltrating_duct_carcinoma_icdom
7,150100000,151100000,14.375,9.915,1388,infiltrating_duct_carcinoma_icdom
7,151100000,152100000,14.319,10.186,1389,infiltrating_duct_carcinoma_icdom
7,152100000,153100000,13.93,11.179,1390,infiltrating_duct_carcinoma_icdom
7,153100000,154100000,13.229,10.283,1391,infiltrating_duct_carcinoma_icdom
7,154100000,155100000,13.375,10.505,1392,infiltrating_duct_carcinoma_icdom
7,155100000,156100000,13.527,10.227,1393,infiltrating_duct_carcinoma_icdom
7,156100000,157100000,13.507,10.199,1394,infiltrating_duct_carcinoma_icdom
7,157100000,158100000,13.84,10.366,1395,infiltrating_duct_carcinoma_icdom
7,158100000,159100000,13.736,10.206,1396,infiltrating_duct_carcinoma_icdom
7,159100000,159345973,4.912,3.314,1397,infiltrating_duct_carcinoma_icdom
8,0,200000,2.988,7.782,1398,infiltrating_duct_carcinoma_icdom
8,200000,1200000,8.025,36.066,1399,infiltrating_duct_carcinoma_icdom
8,1200000,2200000,7.677,37.657,1400,infiltrating_duct_carcinoma_icdom
8,2200000,3200000,7.511,37.72,1401,infiltrating_duct_carcinoma_icdom
8,3200000,4200000,7.511,38.512,1402,infiltrating_duct_carcinoma_icdom
8,4200000,5200000,7.33,38.234,1403,infiltrating_duct_carcinoma_icdom
8,5200000,6200000,7.483,38.144,1404,infiltrating_duct_carcinoma_icdom
8,6200000,7200000,7.643,38.331,1405,infiltrating_duct_carcinoma_icdom
8,7200000,8200000,8.525,38.025,1406,infiltrating_duct_carcinoma_icdom
8,8200000,9200000,7.608,37.907,1407,infiltrating_duct_carcinoma_icdom
8,9200000,10200000,7.191,37.553,1408,infiltrating_duct_carcinoma_icdom
8,10200000,11200000,7.372,37.622,1409,infiltrating_duct_carcinoma_icdom
8,11200000,12200000,7.67,37.942,1410,infiltrating_duct_carcinoma_icdom
8,12200000,13200000,7.802,38.387,1411,infiltrating_duct_carcinoma_icdom
8,13200000,14200000,7.26,37.886,1412,infiltrating_duct_carcinoma_icdom
8,14200000,15200000,7.177,37.831,1413,infiltrating_duct_carcinoma_icdom
8,15200000,16200000,7.247,38.005,1414,infiltrating_duct_carcinoma_icdom
8,16200000,17200000,7.399,37.831,1415,infiltrating_duct_carcinoma_icdom
8,17200000,18200000,7.552,37.81,1416,infiltrating_duct_carcinoma_icdom
8,18200000,19200000,7.643,38.109,1417,infiltrating_duct_carcinoma_icdom
8,19200000,20200000,7.267,37.442,1418,infiltrating_duct_carcinoma_icdom
8,20200000,21200000,7.379,37.65,1419,infiltrating_duct_carcinoma_icdom
8,21200000,22200000,7.719,37.852,1420,infiltrating_duct_carcinoma_icdom
8,22200000,23200000,7.413,37.782,1421,infiltrating_duct_carcinoma_icdom
8,23200000,24200000,7.302,39.227,1422,infiltrating_duct_carcinoma_icdom
8,24200000,25200000,7.358,39.471,1423,infiltrating_duct_carcinoma_icdom
8,25200000,26200000,7.128,38.144,1424,infiltrating_duct_carcinoma_icdom
8,26200000,27200000,7.427,37.775,1425,infiltrating_duct_carcinoma_icdom
8,27200000,28200000,7.58,37.282,1426,infiltrating_duct_carcinoma_icdom
8,28200000,29200000,7.65,36.99,1427,infiltrating_duct_carcinoma_icdom
8,29200000,30200000,9.38,36.678,1428,infiltrating_duct_carcinoma_icdom
8,30200000,31200000,9.984,34.6,1429,infiltrating_duct_carcinoma_icdom
8,31200000,32200000,10.241,33.912,1430,infiltrating_duct_carcinoma_icdom
8,32200000,33200000,11.242,31.05,1431,infiltrating_duct_carcinoma_icdom
8,33200000,34200000,11.853,29.348,1432,infiltrating_duct_carcinoma_icdom
8,34200000,35200000,12.437,28.312,1433,infiltrating_duct_carcinoma_icdom
8,35200000,36200000,13.798,27.319,1434,infiltrating_duct_carcinoma_icdom
8,36200000,37200000,19.551,26.228,1435,infiltrating_duct_carcinoma_icdom
8,37200000,38200000,22.303,20.079,1436,infiltrating_duct_carcinoma_icdom
8,38200000,39200000,28.16,20.121,1437,infiltrating_duct_carcinoma_icdom
8,39200000,40200000,25.047,16.216,1438,infiltrating_duct_carcinoma_icdom
8,40200000,41200000,23.845,13.514,1439,infiltrating_duct_carcinoma_icdom
8,41200000,42200000,23.63,11.86,1440,infiltrating_duct_carcinoma_icdom
8,42200000,43200000,23.81,11.297,1441,infiltrating_duct_carcinoma_icdom
